source,model_id,draw,eta,T_min,T_max,a,b,c,d,sigma_q,p_global,p_jump,fixed_T,gamma0,gamma1,latency_cap,max_steps,random_seed,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm,n_lists,mu_latency_raw_pooled,mu_latency_raw_pooled_r2,mu_latency_raw_pooled_n,mu_latency_raw_pooled_n_bins,mu_latency_median_norm,mu_latency_median_norm_r2,mu_latency_median_norm_n,mu_latency_median_norm_n_bins,mu_semantic_pooled,mu_semantic_pooled_r2,mu_semantic_pooled_n,mu_semantic_pooled_n_bins,mu_semantic_tail_quantile,mu_semantic_tail_n_total,mu_semantic_tail_frac,mu_semantic_tail_pooled,mu_semantic_tail_pooled_r2,mu_semantic_tail_pooled_n,mu_semantic_tail_pooled_n_bins,mu_latency_raw_pooled_ccdf,mu_latency_raw_pooled_ccdf_r2,mu_latency_raw_pooled_ccdf_n,mu_latency_raw_pooled_ccdf_n_bins,mu_latency_median_norm_ccdf,mu_latency_median_norm_ccdf_r2,mu_latency_median_norm_ccdf_n,mu_latency_median_norm_ccdf_n_bins
model,M0_frequency,45,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,257141310,20.5,1.0739506834122128,0.08476897583998484,1.17116946865055,0.21139558289857788,0.4830309839851435,-1.852556497362676,0.1610070289862673,0.72,0.03764509458176169,0.7704119828404048,50.0,1.7816627700660768,0.9552725308106381,1025.0,12.0,2.082464026122951,0.9425640393489522,548.0,12.0,-4.5866951553457165,0.2443469963203182,975.0,12.0,0.8,975.0,0.2,27.64831843501115,0.7915896229294084,195.0,12.0,,,,,,,,
model,M0_frequency,46,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,551219130,20.32,1.0709600968871469,0.08578989200585951,1.167534333672276,0.20622124889065255,0.4837472372935504,-1.8198079043199196,0.16553679480123906,0.72,0.03731232653244364,0.8174468861382824,50.0,1.9489350334980815,0.9152424827255817,1016.0,12.0,2.383371737132207,0.9126169744055834,575.0,12.0,-4.2332212662910935,0.23755549095921502,966.0,12.0,0.8,966.0,0.20082815734989648,30.167043674684248,0.7538043073008797,194.0,12.0,,,,,,,,
model,M0_frequency,47,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,812066080,20.52,1.0712183599268874,0.08861320165497272,1.173002293857587,0.20813190557143307,0.4837567604588305,-1.8052053889313828,0.17041715339725264,0.78,0.040171409198330725,0.8251858824739738,50.0,1.8650084647831058,0.9640768272531293,1026.0,11.0,2.0461276366686207,0.9277598108318532,556.0,12.0,-6.396776596665692,0.5870649582754665,976.0,10.0,0.8,976.0,0.2028688524590164,28.251623194926314,0.7858407176996852,198.0,12.0,,,,,,,,
model,M0_frequency,48,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,216200480,21.0,1.0713396828574815,0.08493483403426608,1.169629215688207,0.21004361258833593,0.48363364997226677,-1.7966502403438822,0.16823019899574843,0.62,0.032203626121414516,0.5397594736796332,50.0,1.9172141965800131,0.9593599513568373,1050.0,11.0,2.0986206694463645,0.9468693546348844,576.0,12.0,-4.869911523187379,0.2612239754737663,1000.0,12.0,0.8,1000.0,0.202,29.440496696233698,0.7735721458133421,202.0,12.0,,,,,,,,
model,M0_frequency,49,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,5856793,21.08,1.0716698147639654,0.08457629343318539,1.1656679771817797,0.20937691881412435,0.48355813104587325,-1.805401031175088,0.16752247931533362,0.66,0.032786809609080446,0.5588550722139098,50.0,1.849231781032491,0.9611133386989856,1054.0,11.0,2.091803982995384,0.9316377208043138,573.0,12.0,-4.683850876043784,0.32930224935598595,1004.0,12.0,0.8,1004.0,0.20019920318725098,24.03402076119727,0.689928580794344,201.0,12.0,,,,,,,,
model,M0_frequency,50,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,779230196,20.64,1.073300325555861,0.08664661547477852,1.1728990908255292,0.21186270008315372,0.4832088078335924,-1.7747736063128599,0.1729481616581941,0.7,0.035044766784045285,0.7138292802753888,50.0,1.7941642454787492,0.9764855092594331,1032.0,11.0,1.912639218613704,0.9628022996617258,555.0,12.0,-4.904632001006831,0.2793451187084849,982.0,12.0,0.8,982.0,0.20061099796334012,26.146280374772097,0.7192281246460415,197.0,11.0,,,,,,,,
model,M0_frequency,51,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,118529783,20.76,1.0732602918977294,0.08790788929596544,1.1710220186469154,0.21366356248857257,0.48324040505849025,-1.8312276298563122,0.16329668772908174,0.78,0.039991632868709194,0.7624726780768034,50.0,1.787752421996576,0.9820152107628729,1038.0,11.0,1.9672784797931768,0.9763483810112711,575.0,12.0,-3.4549056724086364,0.1851467471053183,988.0,12.0,0.8,988.0,0.201417004048583,31.464891850388526,0.7266657638415341,199.0,12.0,,,,,,,,
model,M0_frequency,52,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,803894816,20.36,1.0714546546616484,0.08366289723578867,1.1660006208797697,0.21052627092400275,0.4835873523405493,-1.7649251767776146,0.1742857070269123,0.6,0.032332566526367845,0.6869946854054207,50.0,1.8283182502134991,0.952035639912179,1018.0,11.0,2.076026199382385,0.9307037384054606,570.0,12.0,-4.455036965309403,0.22531022084309793,968.0,12.0,0.8,968.0,0.20041322314049587,26.495565701108333,0.7731458700449119,194.0,12.0,,,,,,,,
model,M0_frequency,53,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,273346794,20.34,1.072769125392509,0.08499639632034942,1.1691563128077445,0.21145193124056358,0.48331361895060854,-1.772476931077159,0.17322195755294093,0.7,0.03642893724856977,0.7922207857718516,50.0,1.747892518265675,0.9825610909114231,1017.0,11.0,1.9294396277701118,0.9168197735005031,576.0,12.0,-4.3045270885631615,0.2047691755626172,967.0,12.0,0.8,967.0,0.20062047569803515,23.727992819266436,0.8024790390837803,194.0,12.0,,,,,,,,
model,M0_frequency,54,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,77994797,20.24,1.07334259443762,0.0820524156026195,1.166973898830019,0.2134765453022621,0.48313593425416407,-1.8346848733411918,0.16249797951504477,0.62,0.033131364993122976,0.7383512876040059,50.0,1.7928544927965262,0.9619706581911721,1012.0,11.0,2.1884313210703064,0.9026175014340326,566.0,12.0,-5.572452435586816,0.35428868477581954,962.0,12.0,0.8,962.0,0.20893970893970895,26.937167772807882,0.820755119952851,201.0,12.0,,,,,,,,
model,M0_frequency,55,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,611815962,20.52,1.067997267335737,0.0854245130965336,1.1627992030760217,0.2127477956788429,0.4844393409636325,-1.8095097522020305,0.16708251273670555,0.76,0.040190133650020575,0.8051858824739739,50.0,1.8340117916322278,0.9490814891255814,1026.0,12.0,2.075075023121205,0.9290165090939548,564.0,12.0,-4.844890553477484,0.2529364712554366,976.0,12.0,0.8,976.0,0.20081967213114754,29.217914658987443,0.8227109311496539,196.0,12.0,,,,,,,,
model,M0_frequency,56,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,422704470,20.76,1.0737213162851267,0.08201842391092015,1.1660941302722378,0.21160381822526794,0.4830129778352834,-1.8288444314020957,0.16373917943752833,0.64,0.031718779410864484,0.6224726780768035,50.0,1.7777690184105714,0.9593237791434679,1038.0,11.0,1.943632922094273,0.9408144387713714,565.0,12.0,-4.633647773084479,0.2315227996061231,988.0,12.0,0.8,988.0,0.2054655870445344,31.578806133554153,0.8602744308472968,203.0,12.0,,,,,,,,
model,M0_frequency,57,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,796406298,20.02,1.0705860017189437,0.0854260702935456,1.1662962074437175,0.2096613279669882,0.4838352354468498,-1.799863322374364,0.16921574187604932,0.68,0.035261107842666596,0.8558383916347452,50.0,1.9425660676522913,0.9365217664999895,1001.0,11.0,2.1579417102983762,0.9272401084660984,554.0,12.0,-4.409037773773137,0.25546659675416283,951.0,12.0,0.8,951.0,0.20189274447949526,25.650645339713627,0.8674801581295615,192.0,11.0,,,,,,,,
model,M0_frequency,58,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,289425591,20.94,1.0702256261192935,0.08610795567074081,1.1689318876305168,0.2091836193599553,0.48392022339004925,-1.7994827002911902,0.16795234903638004,0.58,0.028590285098159644,0.5154377747789258,50.0,1.9270542756499247,0.9204748733940287,1047.0,11.0,2.1875149910681144,0.8896730466501074,578.0,12.0,-6.696993487879017,0.6577334827150028,997.0,10.0,0.8,997.0,0.20060180541624875,21.237884275154656,0.7738244279935137,200.0,11.0,,,,,,,,
model,M0_frequency,59,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,495025979,20.86,1.0731641210224774,0.08727837303250074,1.1680746499490662,0.20895196605790217,0.48326248530189403,-1.7676783898372077,0.17358905147915035,0.78,0.04044799435619195,0.7363421762446491,50.0,1.8381727521654547,0.9328463980122493,1043.0,11.0,2.086157314514567,0.9207465688323361,576.0,12.0,0.6779150427837995,0.004229041998506711,993.0,12.0,0.8,993.0,0.20040281973816718,28.964868260357658,0.9499216838164496,199.0,10.0,,,,,,,,
model,M0_frequency,60,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,498375255,20.5,1.071966796609171,0.08636113793795847,1.166863767306563,0.20712928295661504,0.4835400442162752,-1.8075885429032357,0.16728092199904193,0.72,0.03797076336116584,0.7704119828404048,50.0,1.8071199769918858,0.938010288791125,1025.0,11.0,1.979587083260673,0.9484039790676752,560.0,12.0,-3.604149923151536,0.1477560861657642,975.0,12.0,0.8,975.0,0.20102564102564102,24.567796166840036,0.8062647281957244,196.0,11.0,,,,,,,,
model,M0_frequency,61,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,509940257,20.4,1.0706633533403944,0.08289146848193439,1.161842474104556,0.20836823196097662,0.4837681802841769,-1.813788985982761,0.1663009906464316,0.66,0.0343162857057392,0.7365424846725591,50.0,1.8139814128138039,0.9688678551715497,1020.0,11.0,2.053209682935903,0.9344961163790287,572.0,12.0,-3.864989087332292,0.19187253721677422,970.0,12.0,0.8,970.0,0.2,32.11750646834698,0.7113889347095042,194.0,12.0,,,,,,,,
model,M0_frequency,62,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,157104713,20.38,1.0710682820205546,0.08629706533841773,1.1669575371407235,0.21432785249180455,0.4837298247285158,-1.7693672873204007,0.17321803133949293,0.64,0.033008123851440585,0.7217685850389899,50.0,1.9222647663084869,0.9304298398350608,1019.0,11.0,2.0652860744734407,0.9208244560797313,558.0,12.0,-6.43448279360145,0.5707105695159649,969.0,10.0,0.8,969.0,0.2002063983488132,28.434446576580456,0.7600471244696705,194.0,11.0,,,,,,,,
model,M0_frequency,63,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,599059563,20.46,1.0719154980390737,0.08426550201671475,1.1660334292666439,0.21231824717960135,0.48349040894879025,-1.7570843736170167,0.1771323491011338,0.64,0.033098048005000484,0.7008641835732664,50.0,1.805005199635783,0.950540565558804,1023.0,11.0,2.109516235524112,0.8674323772142084,568.0,12.0,-4.0799533844556155,0.2372566511550882,973.0,12.0,0.8,973.0,0.20041109969167523,27.205076698849332,0.8205502454985896,195.0,11.0,,,,,,,,
model,M0_frequency,64,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,716958789,21.04,1.0726406379531883,0.08781927349377319,1.1734034894167222,0.21188255855435148,0.483404893249858,-1.8092194600572002,0.16677278959172967,0.78,0.04049759473860968,0.6893072729467714,50.0,1.7515695800395046,0.9575829358037768,1052.0,11.0,1.83887958494999,0.9597973857133422,581.0,12.0,-3.8745928575799735,0.20539622744132724,1002.0,12.0,0.8,1002.0,0.20059880239520958,25.503894952235104,0.8008574076719014,201.0,12.0,,,,,,,,
model,M0_frequency,65,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,178540963,20.4,1.0685697774016443,0.08727621954863883,1.168649466596396,0.2124811401226464,0.48434008409166196,-1.8188281437836415,0.16621201962291288,0.7,0.03731952415526921,0.7765424846725589,50.0,1.7307291798462836,0.9738330629371592,1020.0,11.0,1.7556983351911764,0.9375094527218024,545.0,12.0,-3.3450280055082415,0.11245844874066246,970.0,12.0,0.8,970.0,0.20103092783505155,33.967551775604036,0.8053957932110574,195.0,12.0,,,,,,,,
model,M0_frequency,66,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,106112033,20.46,1.0705386173502571,0.08576399836480436,1.1702094946786699,0.20856157181685517,0.48384461428428815,-1.8141245071510301,0.16638072894838682,0.7,0.037209303192881064,0.7608641835732665,50.0,1.8671878295359803,0.9409706369042512,1023.0,11.0,2.0300285637763498,0.9411196864273903,560.0,12.0,-4.293530815117316,0.22708026117147995,973.0,12.0,0.8,973.0,0.20041109969167523,30.471176497618035,0.7673080697007338,195.0,12.0,,,,,,,,
model,M0_frequency,67,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,813167695,20.46,1.0743512114059224,0.08692343886478461,1.1731983117991411,0.21116171056176436,0.482975335121486,-1.797478724179481,0.1689245135184343,0.68,0.03497094567388012,0.7408641835732663,50.0,1.8701404661050707,0.9378776332756649,1023.0,11.0,2.2072298902468974,0.8992200698439421,569.0,12.0,-6.344548015802244,0.6792561767654086,973.0,9.0,0.8,973.0,0.20041109969167523,24.058468404433423,0.8012790818751799,195.0,11.0,,,,,,,,
model,M0_frequency,68,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,866646571,20.42,1.0766263080391107,0.07987715731784582,1.166613973704149,0.21210055184267726,0.4823118209279967,-1.9199308679730414,0.15078427422754676,0.44,0.023535447207105573,0.5113163843061281,50.0,1.7975090722390699,0.9591878726015167,1021.0,11.0,2.047970476123066,0.9175329183022723,566.0,12.0,-4.023017345497358,0.18076451162361673,971.0,12.0,0.8,971.0,0.20185375901132852,31.132222762830818,0.8252425547703477,196.0,11.0,,,,,,,,
model,M0_frequency,69,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,876200701,20.24,1.0723983877083887,0.08221480163197543,1.1637281193525035,0.20710101602903458,0.4833423395964992,-1.8352587897830608,0.16314949899762154,0.64,0.034780070949575595,0.7583512876040058,50.0,1.7992824200817814,0.9699014828860867,1012.0,11.0,2.016705732869026,0.941842101810568,549.0,12.0,-3.989554554634121,0.1758265345180331,962.0,12.0,0.8,962.0,0.20062370062370063,30.28992398874172,0.8107056644170849,193.0,12.0,,,,,,,,
model,M0_frequency,70,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,188715959,20.4,1.0698414583811782,0.08543359285110576,1.1700521943295832,0.2122952339870835,0.48400477499756034,-1.7128418824883576,0.1840638847185806,0.66,0.034419782454275655,0.736542484672559,50.0,1.796138871448784,0.9599868665328466,1020.0,11.0,1.9999983613767616,0.944440617799639,541.0,12.0,-4.581495365957015,0.24420072862548436,970.0,12.0,0.8,970.0,0.20309278350515464,28.83192356549303,0.7291892917109564,197.0,12.0,,,,,,,,
model,M0_frequency,71,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,925680278,20.4,1.0725756800866635,0.08617614843130854,1.1701448923352031,0.21207094423651157,0.48337123472601357,-1.7771386042448762,0.1732900427218169,0.66,0.03501352758009105,0.7365424846725591,50.0,1.7492356831201368,0.9676302569379585,1020.0,11.0,1.8390895312011388,0.9554639603060342,563.0,12.0,-5.681689766915541,0.3051261247008157,970.0,12.0,0.8,970.0,0.2020618556701031,29.57613852371367,0.7353169338721887,196.0,12.0,,,,,,,,
model,M0_frequency,72,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,548526855,20.6,1.0693528176371407,0.08482048196696068,1.1666574576514461,0.21248420342837485,0.484101339422937,-1.7792061225977107,0.17224733765297767,0.66,0.033294925430980074,0.6842814810082504,50.0,1.7910847253559115,0.9668186956389815,1030.0,11.0,1.9935243668834637,0.9386702424961558,567.0,12.0,-3.6997702352203046,0.09522639202194283,980.0,12.0,0.8,980.0,0.2030612244897959,34.96606449984011,0.8583653602336498,199.0,11.0,,,,,,,,
model,M0_frequency,73,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,147020991,20.24,1.0746329306690034,0.08597127305748904,1.1733684423872124,0.20930613886644306,0.4828947981486697,-1.8549292196476166,0.1602377315476073,0.68,0.034784977471489786,0.798351287604006,50.0,1.7517103861728636,0.972857124114067,1012.0,11.0,1.8306111155437743,0.947073326512003,538.0,12.0,-4.844767571934388,0.3595538276260688,962.0,12.0,0.8,962.0,0.2047817047817048,28.394315453420873,0.7815925815827438,197.0,12.0,,,,,,,,
model,M0_frequency,74,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,631365123,20.04,1.0700428446288948,0.08722912558185332,1.171183503979908,0.2107329042011368,0.4839974727457297,-1.8117214496879055,0.16690758202575964,0.84,0.043564588241509765,1.0106122912683146,50.0,1.7752140939397552,0.9738506781536369,1002.0,11.0,1.9915158385149356,0.9415178078625112,557.0,12.0,-4.419826589484036,0.15475130401300985,952.0,12.0,0.8,952.0,0.20168067226890757,28.237830553834144,0.8366711856621496,192.0,11.0,,,,,,,,
model,M0_frequency,75,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,619718832,20.54,1.0749034019733492,0.08873235032488251,1.1736330251168416,0.210668965582211,0.4828796255023578,-1.8120381900754838,0.1663949527591322,0.76,0.03971996528172326,0.799959782107543,50.0,1.7838815004192445,0.9544264089247126,1027.0,11.0,1.944529484841051,0.9451199857606328,559.0,12.0,-4.983582814502203,0.3518256716718392,977.0,12.0,0.8,977.0,0.2047082906857728,20.713547124516694,0.7300149877746867,200.0,12.0,,,,,,,,
model,M0_frequency,76,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,461870896,20.9,1.0731546498069682,0.08227554578389357,1.1663311726613395,0.21321754926920491,0.48316024276993913,-1.810557667930576,0.16757780455702814,0.52,0.026358726293374296,0.46588997551178757,50.0,1.862789604152805,0.9604047963509511,1045.0,11.0,2.1020771973243124,0.9414818045291746,589.0,12.0,-7.329817526653455,0.6316806632412508,995.0,11.0,0.8,995.0,0.20100502512562815,34.227823763552585,0.8382055368934341,200.0,12.0,,,,,,,,
model,M0_frequency,77,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,951487581,20.86,1.0720424573218783,0.08613662213320597,1.168843360430371,0.21159400137560047,0.48350598197456485,-1.756221490449112,0.17524152151012337,0.64,0.03313034554921754,0.5963421762446492,50.0,1.8521230806924323,0.9673803662775367,1043.0,11.0,2.0815722481332455,0.9309341234051882,581.0,12.0,-2.598583715563689,0.1300335281419992,993.0,11.0,0.8,993.0,0.20040281973816718,29.176335637740646,0.8188715439868617,199.0,12.0,,,,,,,,
model,M0_frequency,78,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,286846972,20.38,1.069270641216405,0.08527318874157803,1.1627188159157806,0.2119724421007568,0.48413443852081406,-1.8119512392736106,0.16776940715072972,0.76,0.0395643031083871,0.8417685850389899,50.0,1.8708989457930814,0.9655347392253217,1019.0,11.0,2.0251716278469436,0.9560307132951908,554.0,12.0,-4.422437878037429,0.2744414083145943,969.0,12.0,0.8,969.0,0.2002063983488132,31.3264714966594,0.8412873091893847,194.0,12.0,,,,,,,,
model,M0_frequency,79,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,624629402,19.76,1.0683530868853015,0.0845254244355968,1.1607763965586253,0.21026420945605892,0.4843453626936119,-1.8013298115649052,0.16890279308956102,0.76,0.040385338200185424,1.0037776963983467,50.0,1.884018903550004,0.9358549779057499,988.0,12.0,2.306154305226905,0.925321219157911,537.0,12.0,-4.844865044266264,0.27876573566791907,938.0,12.0,0.8,938.0,0.20149253731343283,33.12743452758703,0.8548189504430685,189.0,12.0,,,,,,,,
model,M0_frequency,80,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,362108888,20.46,1.0709173908190135,0.08457983727186173,1.1642165557782371,0.21076371744870198,0.48373091442965427,-1.7932434427499964,0.16961337089087222,0.58,0.031482192558043944,0.6408641835732664,50.0,1.8123431756195472,0.9559579567161646,1023.0,11.0,2.041777972453536,0.9441842402910651,556.0,12.0,-3.8817638449023515,0.11945215028345824,973.0,12.0,0.8,973.0,0.20246659815005139,28.108664498173454,0.8059903126417076,197.0,11.0,,,,,,,,
model,M0_frequency,81,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,216055513,20.6,1.0744810018134643,0.0846133046160862,1.1695641671745207,0.21224384733437096,0.4828947075488369,-1.830558022403335,0.1636874503803161,0.6,0.03195740800307363,0.6242814810082503,50.0,1.7713217542733648,0.9624766706712442,1030.0,11.0,1.8728628439296315,0.9535010881301021,584.0,12.0,-3.9661797332197186,0.211087837638524,980.0,12.0,0.8,980.0,0.2,27.774744044543027,0.7702482782580444,196.0,12.0,,,,,,,,
model,M0_frequency,82,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,816494290,20.36,1.0730075381745008,0.08558458920453459,1.1706488067371594,0.2114167780141666,0.48326575769171304,-1.800356157133373,0.1686372818306853,0.64,0.033407944889348846,0.7269946854054209,50.0,1.8640769542362023,0.9283957244613626,1018.0,11.0,1.9758659328665535,0.9377513824674637,541.0,12.0,-5.711848315857515,0.3100549013303534,968.0,12.0,0.8,968.0,0.20041322314049587,23.15613285469534,0.738320182342282,194.0,12.0,,,,,,,,
model,M0_frequency,83,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,244187599,20.5,1.071846397853064,0.08403158822253362,1.1670935823811512,0.20952436538723387,0.48350614029987954,-1.8022569150778467,0.16923787989039074,0.68,0.03526004662318433,0.7304119828404048,50.0,1.8815082489152128,0.9498723558440668,1025.0,11.0,2.213467912139699,0.9015098085952673,549.0,12.0,-3.5581071247242284,0.14196517034202005,975.0,12.0,0.8,975.0,0.2,32.98233149044545,0.8155569525157647,195.0,12.0,,,,,,,,
model,M0_frequency,84,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,760334937,20.78,1.075413548719367,0.0876068877238415,1.1719805897785571,0.209568067362858,0.4827468544362542,-1.8014984712670448,0.16765997196310076,0.6,0.03154555454616028,0.5772465777103726,50.0,1.8641946155621727,0.9491212125994166,1039.0,11.0,2.065773084115386,0.9457348878593672,559.0,12.0,-6.281075807663514,0.5885723608670339,989.0,10.0,0.8,989.0,0.2012133468149646,34.40356700027527,0.7933782421596429,199.0,12.0,,,,,,,,
