source,model_id,draw,eta,T_min,T_max,a,b,c,d,sigma_q,p_global,p_jump,fixed_T,gamma0,gamma1,latency_cap,max_steps,random_seed,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm,n_lists,mu_latency_raw_pooled,mu_latency_raw_pooled_r2,mu_latency_raw_pooled_n,mu_latency_raw_pooled_n_bins,mu_latency_median_norm,mu_latency_median_norm_r2,mu_latency_median_norm_n,mu_latency_median_norm_n_bins,mu_semantic_pooled,mu_semantic_pooled_r2,mu_semantic_pooled_n,mu_semantic_pooled_n_bins,mu_semantic_tail_quantile,mu_semantic_tail_n_total,mu_semantic_tail_frac,mu_semantic_tail_pooled,mu_semantic_tail_pooled_r2,mu_semantic_tail_pooled_n,mu_semantic_tail_pooled_n_bins,mu_latency_raw_pooled_ccdf,mu_latency_raw_pooled_ccdf_r2,mu_latency_raw_pooled_ccdf_n,mu_latency_raw_pooled_ccdf_n_bins,mu_latency_median_norm_ccdf,mu_latency_median_norm_ccdf_r2,mu_latency_median_norm_ccdf_n,mu_latency_median_norm_ccdf_n_bins
model,M0_frequency,102,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,697065854,20.54,1.0747991935324854,0.08490593839380182,1.1694026148125993,0.20628847947568502,0.4828280181073817,-1.778537298813661,0.17152579069072263,0.64,0.033906198918414565,0.6799597821075429,50.0,1.8239662648180934,0.9650344961041654,1027.0,11.0,2.0411858457291885,0.9189119137949004,555.0,12.0,-4.665184773775337,0.1947404773230258,977.0,12.0,0.8,977.0,0.2016376663254862,30.108773063239976,0.8369600626877369,197.0,12.0,,,,,,,,
model,M0_frequency,103,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,484227847,20.98,1.074555472729615,0.08514388666892382,1.169682873491369,0.21028831087250788,0.48289868034682426,-1.8236355281542682,0.1654694862677534,0.66,0.03403902057321091,0.5849855740460641,50.0,1.7891040897185801,0.9642133475421896,1049.0,12.0,2.1120966857644277,0.9470728266070266,576.0,12.0,-3.4478885441951315,0.17551497387301018,999.0,12.0,0.8,999.0,0.2002002002002002,30.61249027046047,0.8570468914839664,200.0,12.0,,,,,,,,
model,M0_frequency,104,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,68496721,20.56,1.071202319233642,0.0903909124561347,1.1753594282800806,0.21153453695464733,0.48377108772798266,-1.7779916235988822,0.1721107117138601,0.82,0.04204104595170015,0.8547336817411122,50.0,1.8166469393308564,0.9596127300067954,1028.0,11.0,1.990360558400573,0.9632945314456439,555.0,12.0,-4.88435710356808,0.4099763675853454,978.0,12.0,0.8,978.0,0.20040899795501022,27.022449047983383,0.4503342019028963,196.0,12.0,,,,,,,,
model,M0_frequency,105,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,853653391,20.08,1.0727729609615977,0.08697586751551585,1.1737242919266457,0.21415853844484883,0.483352619182169,-1.81397817566404,0.1675893356145998,0.68,0.036560933159062114,0.8401600905354529,50.0,1.7960543724924443,0.957947710134615,1004.0,11.0,1.9662118481171504,0.9463809927141159,569.0,12.0,-4.189546539785529,0.24617709508071994,954.0,12.0,0.8,954.0,0.20020964360587,31.001607840085487,0.7049874878755036,191.0,12.0,,,,,,,,
model,M0_frequency,106,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,498449388,20.52,1.067044177614105,0.089628075122671,1.1700276961734353,0.21246291438702936,0.48474555200585945,-1.770051847536508,0.17301238236721353,0.74,0.03948678179405733,0.785185882473974,50.0,1.8442012102152134,0.9712208240577547,1026.0,11.0,1.9805426905881114,0.9510646269209622,548.0,12.0,-3.945316047016081,0.22038445663988893,976.0,12.0,0.8,976.0,0.2028688524590164,31.087261656872705,0.7788378821754622,198.0,12.0,,,,,,,,
model,M0_frequency,107,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,182230443,20.06,1.0725517627949988,0.08676627010062504,1.1713490114540728,0.21245600224695657,0.48339900835067895,-1.8476908809401007,0.16101523788564054,0.66,0.03515264081501125,0.8253861909018838,50.0,1.737581190477663,0.9559305869845467,1003.0,12.0,2.054204278309358,0.9254276432334656,551.0,12.0,-4.042116668717564,0.15174126820550393,953.0,12.0,0.8,953.0,0.20041972717733472,32.00452886533949,0.7648403566082258,191.0,12.0,,,,,,,,
model,M0_frequency,108,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,907058429,21.1,1.0703821279829007,0.08822481375299746,1.1672885899656797,0.2070250410102005,0.48393190975930467,-1.8096552965177792,0.16699108320735337,0.78,0.0394331521300225,0.6736289718474789,50.0,1.862316640534969,0.9468161722828845,1055.0,11.0,1.9954330253956183,0.9442962418297347,567.0,12.0,-3.857756400633329,0.2506924056667532,1005.0,12.0,0.8,1005.0,0.2019900497512438,26.769131672798363,0.7554646813716357,203.0,12.0,,,,,,,,
model,M0_frequency,109,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,424085345,20.26,1.0733203720668845,0.08462460065402119,1.1674523736881475,0.2081140712161711,0.4831659691927361,-1.8278368956581488,0.16401562381149076,0.64,0.03367297079014672,0.753125187237575,50.0,1.806599298385771,0.9553283557044788,1013.0,12.0,2.093368126280378,0.9298994679656896,559.0,12.0,-3.5803531594759646,0.1454201467954177,963.0,12.0,0.8,963.0,0.20041536863966772,32.49334327238275,0.8369958592822404,193.0,12.0,,,,,,,,
model,M0_frequency,110,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,521180650,20.5,1.0722610881766406,0.08557009404063255,1.167591167114034,0.20778918460803641,0.48343718503005284,-1.8091654698882516,0.16854823743731626,0.76,0.03867869168192899,0.8104119828404047,50.0,1.8291610568049188,0.9480964028817763,1025.0,11.0,2.1743860176871457,0.8890332021243293,575.0,12.0,-3.794141535234865,0.17793079893340502,975.0,12.0,0.8,975.0,0.2,28.551339728211644,0.863044519873417,195.0,11.0,,,,,,,,
model,M0_frequency,111,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,121211305,20.02,1.0709225633026584,0.08627129414185808,1.1717189778400472,0.20906148839120975,0.4837760624689594,-1.7967454558620792,0.1696889533869421,0.66,0.03719893316178146,0.8358383916347454,50.0,1.8600743228357177,0.9503513913692776,1001.0,11.0,1.97052872509437,0.9502431688311821,535.0,12.0,-3.4877421278885428,0.14479387971435553,951.0,12.0,0.8,951.0,0.20084121976866456,31.29706061182428,0.7985010955905585,191.0,12.0,,,,,,,,
model,M0_frequency,112,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,391349129,20.9,1.0740497840924892,0.08137674004048556,1.16709739846364,0.20874387547287665,0.4829384599920111,-1.7785191468330492,0.17287488307629356,0.48,0.02408274351693385,0.4258899755117876,50.0,1.9676881968639128,0.9112036661943795,1045.0,12.0,2.272947324543221,0.9242776933381266,573.0,12.0,-5.47166151292642,0.37733359417086976,995.0,12.0,0.8,995.0,0.2,26.6478173742814,0.8151508839260317,199.0,12.0,,,,,,,,
model,M0_frequency,113,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,614460702,20.34,1.0669843588135501,0.08996186072147053,1.166823952878375,0.21330673181830806,0.48475768811047254,-1.804980858517753,0.16779591399662677,0.76,0.04010404178313722,0.8522207857718516,50.0,1.8741779849444005,0.9429734157808652,1017.0,11.0,1.9930646426279508,0.9572173537321559,551.0,12.0,-6.202502161290733,0.40359553684009675,967.0,12.0,0.8,967.0,0.20165460186142709,24.79144740933668,0.8098675277058096,195.0,12.0,,,,,,,,
model,M0_frequency,114,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,165722756,20.06,1.0686807418647757,0.07909612448454785,1.1571912312951913,0.20684794447561983,0.4841575766534863,-1.8057916705961108,0.16786312338209883,0.48,0.025358162563270916,0.6453861909018836,50.0,1.8594747666634062,0.9616797528579374,1003.0,11.0,2.020656707043222,0.953338252796185,562.0,12.0,-4.309300863417808,0.23918172087794654,953.0,12.0,0.8,953.0,0.20146904512067157,29.085403057080214,0.7805768833398462,192.0,11.0,,,,,,,,
model,M0_frequency,115,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,470965045,20.14,1.0659550293804103,0.08749591518386625,1.165004332815984,0.2124834460345296,0.4849711369673772,-1.8375332500966588,0.16394016931043606,0.86,0.04578758367535457,1.0044817894361602,50.0,1.781824223947256,0.9653875687586385,1007.0,11.0,1.9504036131211913,0.960473819930417,535.0,12.0,-4.948911970516686,0.3176176287282435,957.0,12.0,0.8,957.0,0.2006269592476489,30.77960451235888,0.7574912650044165,192.0,12.0,,,,,,,,
model,M0_frequency,116,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,728433891,21.02,1.0733178791624318,0.080035956125724,1.1645535123357817,0.20911991844099123,0.4830748802513483,-1.8078719917418618,0.1671278260994737,0.56,0.02752302868307714,0.47453337331320244,50.0,1.8859942122756463,0.9484009747714405,1051.0,11.0,2.0809629657395146,0.9423627719256761,562.0,12.0,-5.330041316726852,0.3488498456779948,1001.0,12.0,0.8,1001.0,0.2007992007992008,34.999617136677976,0.7854192256726662,201.0,12.0,,,,,,,,
model,M0_frequency,117,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,728223310,20.96,1.0760591914207525,0.08192594383792169,1.165528143284001,0.21291072940241507,0.48246855071851513,-1.828506561847243,0.16288836564309206,0.56,0.027661744225390424,0.49021167441249497,50.0,1.9824885540040331,0.9398932568360404,1048.0,11.0,2.272267371892583,0.9099473497359025,555.0,12.0,-3.8468677702104457,0.1554404357016358,998.0,12.0,0.8,998.0,0.20541082164328658,31.85550292235692,0.8809787240715824,205.0,11.0,,,,,,,,
model,M0_frequency,118,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,638209529,20.4,1.0758699754579082,0.08491472178688993,1.171385478591908,0.20958146669665717,0.4825907442419152,-1.8550888170710007,0.1603299780997215,0.62,0.03249614678407248,0.696542484672559,50.0,1.8677734144503533,0.9629560766926475,1020.0,11.0,1.9919885563175015,0.946095062894536,558.0,12.0,-4.93006637669784,0.2790946314729793,970.0,12.0,0.8,970.0,0.2020618556701031,26.49713487155105,0.7576950085158527,196.0,12.0,,,,,,,,
model,M0_frequency,119,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,26471972,20.68,1.0728093337463454,0.08064248472102711,1.1679933742314668,0.21166048758453523,0.4832124819487669,-1.8018287544965312,0.16889431072123887,0.56,0.028707079981982395,0.5633770795425269,50.0,1.9647498555274214,0.9223006143177841,1034.0,12.0,2.312882144669629,0.9147751027189993,563.0,12.0,-5.550793949946824,0.33246706354872413,984.0,12.0,0.8,984.0,0.20426829268292682,35.5749513055377,0.8229390804207829,201.0,12.0,,,,,,,,
model,M0_frequency,120,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,352593264,20.14,1.0710608839514033,0.0883517372803626,1.1701007581468172,0.20823259259324003,0.4837650240771698,-1.8341905270859087,0.163828615212258,0.66,0.03540253039014649,0.8044817894361601,50.0,1.8100536739678563,0.9624811541700347,1007.0,12.0,2.077259422304453,0.9507758109906248,537.0,12.0,-6.004628912193522,0.4815889467394914,957.0,12.0,0.8,957.0,0.2027168234064786,18.506559937064125,0.3889781063564426,194.0,12.0,,,,,,,,
model,M0_frequency,121,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,259419513,20.22,1.0750032266479652,0.08795552831347486,1.1715914935863143,0.2124660719845805,0.4828492566135688,-1.8372973630690208,0.16290609860130137,0.84,0.04438217297875394,0.9635773879704368,50.0,1.8129429048943102,0.9440612716542612,1011.0,11.0,2.049175015659556,0.9298005804189343,575.0,12.0,-3.752469216283523,0.17547000638944066,961.0,12.0,0.8,961.0,0.2008324661810614,27.767017302266005,0.8242285882812423,193.0,12.0,,,,,,,,
model,M0_frequency,122,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,710868308,20.58,1.0708325243924064,0.08796524937576031,1.1667425315439288,0.20846180907006723,0.4838098260875039,-1.8271923936737056,0.16422243061112898,0.8,0.04056905283436445,0.8295075813746812,50.0,1.8421512033384446,0.9515771191227516,1029.0,11.0,2.0211721474548745,0.9242112029668836,566.0,12.0,-3.776498160451787,0.13470562793616714,979.0,12.0,0.8,979.0,0.20020429009193055,32.05168684427509,0.7279455516247584,196.0,12.0,,,,,,,,
model,M0_frequency,123,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,525115284,20.44,1.0740398892237935,0.0866706994768598,1.173259539041935,0.2052512546381842,0.48304659036810693,-1.7943562642717816,0.17022362087288162,0.68,0.03570161288286204,0.7460902839396972,50.0,1.7858893583003639,0.9606632194417657,1022.0,11.0,1.9730615343617006,0.9560512627074558,557.0,12.0,-3.862680399741626,0.23609039314619584,972.0,12.0,0.8,972.0,0.2006172839506173,29.933404897466335,0.8169435833935663,195.0,12.0,,,,,,,,
model,M0_frequency,124,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,815142856,20.68,1.0750948580211506,0.08444441829054755,1.1705513540143548,0.21092160074038524,0.48278870366272725,-1.8267020457058694,0.16372466540926095,0.76,0.040431748304342194,0.7633770795425271,50.0,1.783138193610891,0.955700323131229,1034.0,11.0,1.9304754433247473,0.9673182230120958,567.0,12.0,-4.075629423542014,0.22491577327785406,984.0,12.0,0.8,984.0,0.20121951219512196,30.137927803813046,0.8121158980843396,198.0,12.0,,,,,,,,
model,M0_frequency,125,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,930015731,20.78,1.072902122843432,0.08299409402682797,1.1678642435131388,0.21071326027810752,0.48323609840914394,-1.8152585969159858,0.16691276377793865,0.5,0.025331088124869252,0.4772465777103727,50.0,1.7465815538286,0.9796832305329114,1039.0,11.0,1.901164479506969,0.9675858984752065,588.0,12.0,-6.1647136729967515,0.5218327455151857,989.0,10.0,0.8,989.0,0.2012133468149646,31.043514186254797,0.8493816140407826,199.0,12.0,,,,,,,,
model,M0_frequency,126,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,550167866,20.78,1.071300502797918,0.08711457882278148,1.1660668148378615,0.21072829209348257,0.4836875832535118,-1.7653736314504536,0.17477189781500893,0.8,0.04151286449674523,0.7772465777103728,50.0,1.8460899245835094,0.9585642329918005,1039.0,11.0,1.9626258399127285,0.9642902597623793,579.0,12.0,-0.30400721229962413,0.0008223971111261941,989.0,12.0,0.8,989.0,0.2012133468149646,32.60713110168311,0.9032476444086908,199.0,11.0,,,,,,,,
model,M0_frequency,127,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,385474183,20.08,1.0710074296092733,0.08484261508685326,1.165311632078254,0.21218664438939708,0.4837104642034706,-1.8616617420485202,0.15930098848150298,0.64,0.03420024325519682,0.8001600905354528,50.0,1.7311701016132395,0.978564323146657,1004.0,11.0,1.8546235567244531,0.9178082266629662,557.0,12.0,-4.3112565035251755,0.24480688561937747,954.0,12.0,0.8,954.0,0.20230607966457023,28.51717912209462,0.9046079407187042,193.0,12.0,,,,,,,,
model,M0_frequency,128,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,448561711,20.2,1.072070423760026,0.08513577380674024,1.1695431096195166,0.21206217700358668,0.4834680005506732,-1.8335457510477937,0.16272878642499017,0.64,0.03363487406612322,0.7688034883368676,50.0,1.8315789703790863,0.9605362748818922,1010.0,11.0,2.021991210181289,0.9190817485087782,544.0,12.0,-4.055837849608121,0.2298325478319253,960.0,12.0,0.8,960.0,0.20208333333333334,23.71328512549512,0.7791684294261102,194.0,12.0,,,,,,,,
model,M0_frequency,129,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,328396250,20.44,1.072093934736375,0.08317801074558175,1.1614608520921288,0.21128181231580073,0.4834388821669927,-1.8153982778362974,0.16681903622505673,0.64,0.03239479637635513,0.7060902839396974,50.0,1.8577631056408321,0.9418511191044213,1022.0,11.0,2.0862841667912124,0.9051254732514075,552.0,12.0,-6.385220067317578,0.4533372188944891,972.0,12.0,0.8,972.0,0.2006172839506173,29.708554412757966,0.8007073466445288,195.0,11.0,,,,,,,,
model,M0_frequency,130,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,918385776,20.72,1.073491088635726,0.08077621325364809,1.1662438001667084,0.20816823383538283,0.4830358316628645,-1.7676344049745152,0.1729932886050861,0.52,0.0262198169608319,0.5129248788096653,50.0,1.790719618473447,0.9731595828548063,1036.0,11.0,1.9647250662273055,0.9715105599422312,575.0,12.0,-5.630211558995973,0.3156723988301464,986.0,12.0,0.8,986.0,0.20081135902636918,32.28949792512327,0.8444934917135223,198.0,12.0,,,,,,,,
model,M0_frequency,131,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,250271666,20.38,1.0688136724992132,0.08760815699575536,1.1649236565017227,0.21101051983791919,0.4842890463406321,-1.7925899818958104,0.17034226774401864,0.72,0.037628390271579125,0.80176858503899,50.0,1.8207203176850226,0.944291804886996,1019.0,12.0,2.197586291818576,0.9125880213316871,532.0,12.0,-4.157825953812172,0.23493141696250963,969.0,12.0,0.8,969.0,0.20227038183694532,27.431345063117355,0.7013664051903401,196.0,12.0,,,,,,,,
model,M0_frequency,132,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,933185642,20.8,1.0718393032779643,0.08079478074638619,1.1624938094224582,0.20823225448292748,0.4834572050755554,-1.7779712420685505,0.17252198705180144,0.6,0.029344297769354974,0.5720204773439418,50.0,1.8764394449822037,0.9518075926643684,1040.0,11.0,2.067680297390926,0.9485643117593462,575.0,12.0,-6.294914247608344,0.5840317974897602,990.0,10.0,0.8,990.0,0.201010101010101,34.15462577457894,0.8134688709412908,199.0,12.0,,,,,,,,
model,M0_frequency,133,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,762056487,20.28,1.0698699843892678,0.0835009918180976,1.1636347294731164,0.20856135344367271,0.48394729126998454,-1.795036322213638,0.16927862742269395,0.66,0.0345385254580301,0.7678990868711444,50.0,1.808738955053369,0.9598824679248977,1014.0,11.0,1.9451458118292624,0.9492891832310438,570.0,12.0,-4.614524025049099,0.3058693617551338,964.0,12.0,0.8,964.0,0.20020746887966806,27.06619913679996,0.8264688954316071,193.0,12.0,,,,,,,,
model,M0_frequency,134,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,957781411,20.52,1.0754799697069055,0.08821626450584237,1.174569550746257,0.2144228095232268,0.48274732080554295,-1.8387136218004125,0.16341442933872752,0.72,0.037398226151288474,0.7651858824739739,50.0,1.8570983570778268,0.9400471487956665,1026.0,11.0,2.0369389514758316,0.927202807669124,564.0,12.0,-4.213054057155783,0.2287779545283426,976.0,12.0,0.8,976.0,0.2038934426229508,26.474977703890666,0.7681228195659812,199.0,12.0,,,,,,,,
model,M0_frequency,135,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,204995111,20.94,1.0777685611513157,0.08653841446793546,1.178664744235169,0.21031133514785416,0.4821837761579408,-1.7894281991042518,0.17155391460792607,0.62,0.03195897371499741,0.5554377747789259,50.0,2.018683043275301,0.8770561776904773,1047.0,11.0,2.133416681463018,0.8707249936697884,575.0,12.0,-7.067868483255155,0.639621242034418,997.0,10.0,0.8,997.0,0.20060180541624875,23.720344532430268,0.6350584376870524,200.0,12.0,,,,,,,,
model,M0_frequency,136,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,35445335,19.8,1.0760170964802223,0.08231218135601517,1.1707856288551708,0.2063761688088313,0.48248412241459476,-1.8212161951884418,0.16565214047946808,0.5,0.026214400752326453,0.7333254956654848,50.0,1.663968841038848,0.9811690889179374,990.0,11.0,1.709193878352873,0.9264857157435127,532.0,12.0,-3.426413839379997,0.14917326077987592,940.0,11.0,0.8,940.0,0.2,28.9842697673383,0.8483815255617411,188.0,12.0,,,,,,,,
model,M0_frequency,137,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,123579751,20.54,1.0727042262919277,0.08502007908461082,1.1661931986199179,0.2106771712568253,0.48333423646099244,-1.8614010294094376,0.15826663646099354,0.58,0.02959281648863692,0.619959782107543,50.0,1.8309823307662,0.9532458845222189,1027.0,12.0,2.2546103884599162,0.913958968844852,554.0,12.0,-6.971557664828689,0.5549040027783383,977.0,10.0,0.8,977.0,0.2016376663254862,32.37506229959786,0.7918238599479634,197.0,12.0,,,,,,,,
model,M0_frequency,138,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,991917114,20.54,1.0737429833285232,0.08248559845687446,1.1678300647731672,0.2110183841375119,0.4830281500820515,-1.7722493512859838,0.17293107260333854,0.62,0.03181889598638152,0.659959782107543,50.0,1.7921952180070495,0.959161663501032,1027.0,11.0,1.9927924251984872,0.9455571736021591,542.0,12.0,-5.522747353072351,0.265602855433158,977.0,12.0,0.8,977.0,0.2016376663254862,30.4650454260741,0.8167774051842103,197.0,12.0,,,,,,,,
model,M0_frequency,139,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,45990171,20.42,1.0752670563686615,0.08375805978209097,1.1712094353495577,0.21404584156663842,0.48271236613997215,-1.8107291964307337,0.16719448120752403,0.46,0.024233447778945153,0.5313163843061282,50.0,1.7767488403266403,0.9714436767059778,1021.0,11.0,1.768035751824448,0.965254582270219,542.0,12.0,-6.6965021217292815,0.5998084851485215,971.0,10.0,0.8,971.0,0.2090628218331617,29.76746854603299,0.8957804741848552,203.0,12.0,,,,,,,,
model,M0_frequency,140,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,190601959,20.0,1.0716538080806193,0.08100475962301823,1.1604512954150026,0.21033440480415172,0.48351496840621216,-1.7899617354453385,0.16962256636262807,0.46,0.02473196743505668,0.6410644920011762,50.0,1.9148016299043513,0.9524305375391459,1000.0,11.0,2.2993645842771127,0.8909560451194931,562.0,12.0,-5.51747126272525,0.6591810437901893,950.0,8.0,0.8,950.0,0.20210526315789473,27.251850344714754,0.8348746770489279,192.0,11.0,,,,,,,,
model,M0_frequency,141,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,566959145,20.44,1.0737088063021052,0.08315479068509213,1.1679409511840857,0.21143685062637815,0.4830342229182466,-1.7630899747684357,0.17432131583734847,0.6,0.031347892987346485,0.6660902839396973,50.0,1.9161001602879133,0.9093869036454426,1022.0,12.0,2.1586805614809785,0.9162652026054539,554.0,12.0,-5.437406519090435,0.26656067507533954,972.0,12.0,0.8,972.0,0.2006172839506173,29.214363115670732,0.8256614597594178,195.0,12.0,,,,,,,,
model,M0_frequency,142,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,367410796,20.76,1.07475568445279,0.08354806058794476,1.1678872916714373,0.2089693122532334,0.4828356993248132,-1.8247213127371673,0.16421779096586533,0.6,0.03113303388703846,0.5824726780768035,50.0,1.7852438551387717,0.9622389206530327,1038.0,11.0,1.9594462951103506,0.9490146556732095,575.0,12.0,-6.769354435050801,0.669845546395911,988.0,9.0,0.8,988.0,0.20040485829959515,28.020659671467175,0.8132823308335428,198.0,12.0,,,,,,,,
model,M0_frequency,143,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,828616699,20.26,1.0731220776281019,0.0828474812213036,1.165235624574329,0.2090934602257795,0.4831836300099641,-1.7956092639294494,0.1691695015372371,0.68,0.03605264993453175,0.7931251872375751,50.0,1.8923655478788766,0.9387807716933741,1013.0,12.0,2.2183081707640273,0.9278710958483791,530.0,12.0,-5.50795044039385,0.3569843988046798,963.0,12.0,0.8,963.0,0.20041536863966772,19.5363911722667,0.6530601811517049,193.0,12.0,,,,,,,,
model,M0_frequency,144,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,527508248,20.58,1.07665489783124,0.08475308430592098,1.177140719947143,0.2090485723240131,0.48238837213145813,-1.8414723004267533,0.1623257797703173,0.54,0.027179555734643902,0.5695075813746813,50.0,1.7319884436424144,0.9798090203301507,1029.0,11.0,1.763783433956327,0.9596998488687666,564.0,12.0,-5.406422269128418,0.33790052150333083,979.0,12.0,0.8,979.0,0.20224719101123595,28.152089476718846,0.7785528133470655,198.0,12.0,,,,,,,,
model,M0_frequency,145,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,75226886,20.66,1.0774050848297172,0.08234161312573647,1.1699844202058027,0.20765795694187802,0.4821765050677931,-1.7664083017097836,0.17344626612654732,0.56,0.030012279400353167,0.5686031799089578,50.0,1.8150018778737356,0.9502000343488374,1033.0,11.0,1.9716603252186025,0.9247321307731502,557.0,12.0,-4.985438846606186,0.2271610961376157,983.0,12.0,0.8,983.0,0.2034587995930824,32.45297498316156,0.84611019702911,200.0,12.0,,,,,,,,
model,M0_frequency,146,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,414804987,20.3,1.0734853194874034,0.08691885564970273,1.1743203048634634,0.20931582895275852,0.4831706799116755,-1.7970631656383502,0.16966482752067044,0.44,0.02239319332198589,0.5426729865047133,50.0,1.7662605807969969,0.9647718054628756,1015.0,11.0,1.8915555091018477,0.962843206070667,551.0,12.0,-5.939546966241033,0.3534814230558624,965.0,12.0,0.8,965.0,0.2,29.147952888099592,0.7680494102396386,193.0,12.0,,,,,,,,
