ppc_draw,source_draw,abc_distance,eta,T_min,T_max,a,b,sigma_q,gamma0,gamma1,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm,n_lists,mu_latency_raw_pooled,mu_latency_raw_pooled_r2,mu_latency_raw_pooled_n,mu_latency_raw_pooled_n_bins,mu_latency_median_norm,mu_latency_median_norm_r2,mu_latency_median_norm_n,mu_latency_median_norm_n_bins,mu_semantic_pooled,mu_semantic_pooled_r2,mu_semantic_pooled_n,mu_semantic_pooled_n_bins,mu_semantic_tail_quantile,mu_semantic_tail_n_total,mu_semantic_tail_frac,mu_semantic_tail_pooled,mu_semantic_tail_pooled_r2,mu_semantic_tail_pooled_n,mu_semantic_tail_pooled_n_bins
52,253,0.43675779931827646,0.2544192272744641,1.0798106147178492,1.7129042090973527,0.0133929333693196,1.6099761696595014,0.3218536574754648,-2.040976395712,2.0484082234544396,12.8,0.9942882809750406,0.13200348544840124,1.1262484601937128,0.2192122371092959,0.5039318412017157,-2.173870448157118,0.12157185355561245,1.28,0.10898984348984347,3.3424606239162857,50.0,1.4995361224815722,0.9492525444660633,640.0,11.0,2.1330056303581943,0.9733238375816842,340.0,12.0,-4.286152225123398,0.6259992091034161,590.0,12.0,0.8,590.0,0.20847457627118643,21.13961170271703,0.41855242712433627,123.0,12.0
53,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.82,1.0213050198907911,0.10594308644024782,1.1221202600059195,0.22026193251193246,0.49626946762443813,-1.9881501737311102,0.141138403758751,0.78,0.07523285048285049,3.0985395418713977,50.0,1.3581179750571164,0.9494107531887015,591.0,11.0,2.0360459550175154,0.974389382292421,314.0,12.0,-4.185380674815234,0.4397160398501906,541.0,11.0,0.8,541.0,0.2088724584103512,19.655358183588778,0.6472029692054322,113.0,12.0
54,43,0.4079763507836184,0.1834557177704566,0.3804042444085129,2.503934977028018,-1.6980584007989123,2.5414492087795124,0.4973941208714855,-1.3123091233115574,2.5952608083628776,10.62,1.005334805137873,0.10822695667890876,1.1112418966641602,0.22280208680208685,0.5002118565836335,-2.0008066807745304,0.1401286846443302,1.54,0.16553885003885005,4.17210556385725,50.0,1.4413688438947467,0.9190957035782249,531.0,12.0,1.7820358132073317,0.9527276094598995,287.0,11.0,-4.148363556053501,0.3371053037909202,481.0,10.0,0.8,481.0,0.20374220374220375,16.00934368047782,0.4892153755846216,98.0,12.0
55,478,0.46950186783173287,0.2490610248499689,0.7074301241955512,1.4029181183386146,0.6353474786354507,3.830562671783247,0.3894350211253105,-0.2447100745742343,1.1672140475101207,11.1,1.0012921674801079,0.11156552231507598,1.1048168696833263,0.22085625485625485,0.5014393355559175,-2.106699262901756,0.12693929758220426,1.14,0.1157940392940393,3.646679155062909,50.0,1.521432431655187,0.8696386085662073,555.0,12.0,2.401133125830925,0.8943361715494056,278.0,12.0,-4.630064902242534,0.6742220413584055,505.0,11.0,0.8,505.0,0.201980198019802,16.335719735479525,0.42999158502889456,102.0,9.0
56,47,0.4173935628155615,0.5777035068410801,1.0695282449084746,3.577038865903433,-0.3901381553928971,5.794247711280954,0.3594754941324265,-1.1979855328384907,1.531659091368612,11.58,1.017610450099501,0.1060271970877367,1.1215337090555328,0.21408058608058605,0.4971067071483499,-1.98392326628813,0.14247180144987864,1.18,0.11295249195249196,3.561252746268569,50.0,1.3798732783571088,0.907935003928988,579.0,12.0,2.2702079438684533,0.8799424520217778,310.0,11.0,-5.111545063966398,0.5542883717850977,529.0,11.0,0.8,529.0,0.2060491493383743,23.864279601040582,0.8285543458247087,109.0,10.0
57,968,0.3856766036681893,0.2678035754605854,0.6522674794265184,2.400321680884888,-1.8035515373285391,4.7203164408306,0.3249474209811079,-0.8459204851370683,1.4000764981974223,10.88,0.9982331418679693,0.1124741677670974,1.1105894607508489,0.21726307026307023,0.5022118907051611,-2.120024597586183,0.12737848793828477,1.54,0.16079276279276278,4.104166259093649,50.0,1.4684250129715328,0.9103618570878684,544.0,12.0,2.024279118491903,0.9217510961985758,288.0,12.0,-4.767443964678643,0.7599162702228054,494.0,10.0,0.8,494.0,0.20850202429149797,18.296556310588596,0.39746151933962426,103.0,11.0
58,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.84,0.9998988105225943,0.11177105955461368,1.0995994681102303,0.22655766455766455,0.5019031548600789,-2.1545999710392074,0.12349833369240512,0.82,0.0986207126207126,3.6559234781480527,50.0,1.2284828156309164,0.88235368276939,492.0,12.0,2.08913641166314,0.9237535024707566,249.0,12.0,-3.308859810136437,0.27591007063645856,442.0,11.0,0.8,442.0,0.20135746606334842,22.963718136366317,0.625810848836341,89.0,12.0
59,461,0.444679992200236,0.2680012467428085,1.063800284973783,2.65181602403099,-1.7169105633965676,2.407679822735457,0.5614020415473693,-2.267538846760047,1.729213094827649,13.82,0.9941183556515005,0.12265094344323314,1.114549658338325,0.22073131117248765,0.5035563092972698,-2.1529089211206083,0.12273867441719856,1.54,0.12250111489817372,3.3359295052283118,50.0,1.5957683587480558,0.9012076586629054,691.0,11.0,2.3878063692243554,0.9048550148779861,364.0,12.0,-2.82089487565843,0.4000082213530045,641.0,10.0,0.8,641.0,0.20280811232449297,22.833472623448284,0.6966183345355516,130.0,11.0
60,253,0.43675779931827646,0.2544192272744641,1.0798106147178492,1.7129042090973527,0.0133929333693196,1.6099761696595014,0.3218536574754648,-2.040976395712,2.0484082234544396,12.9,1.0032944046841816,0.11743530738456438,1.115425713865994,0.2188277833277833,0.5011405285581872,-2.0692204055860888,0.13387514964241068,1.18,0.10055777555777555,3.216330122084132,50.0,1.4640580309847058,0.908850154973213,645.0,12.0,2.293196584314037,0.8923072702664758,328.0,12.0,-4.17490359380076,0.5247635120028697,595.0,12.0,0.8,595.0,0.2,21.553918425686387,0.5377319781580239,119.0,11.0
61,968,0.3856766036681893,0.2678035754605854,0.6522674794265184,2.400321680884888,-1.8035515373285391,4.7203164408306,0.3249474209811079,-0.8459204851370683,1.4000764981974223,9.8,0.9918761923170217,0.11998013883567696,1.1051877936182657,0.21910162060162058,0.50411047265062,-2.2028512335297115,0.11912249344376709,1.36,0.1649013209013209,4.206375678880915,50.0,1.4183636745581412,0.9326836919203929,490.0,12.0,1.957121729925793,0.971204258759399,250.0,12.0,-4.1453828663337156,0.6752635665519038,440.0,11.0,0.8,440.0,0.2,15.436981694557486,0.5065393423714857,88.0,12.0
62,461,0.444679992200236,0.2680012467428085,1.063800284973783,2.65181602403099,-1.7169105633965676,2.407679822735457,0.5614020415473693,-2.267538846760047,1.729213094827649,13.52,0.9868149219704502,0.12338692556738864,1.1130992043844927,0.21656191520897403,0.505512947418235,-2.119842757202173,0.12666155176201485,1.5,0.12341906949259888,3.374321010724775,50.0,1.4919823148177944,0.9261492078595419,676.0,12.0,2.1890876843625096,0.9571596780685757,349.0,12.0,-4.545620178199238,0.762824195845514,626.0,11.0,0.8,626.0,0.2012779552715655,24.29486299710337,0.751382726223752,126.0,12.0
63,931,0.4474508141596336,0.4064908327525905,1.2829278183139174,1.9638155579059713,1.1426630133651146,5.446800881757292,0.5995188785099108,-2.8324226580177148,2.544041461648593,11.82,1.0072467045706328,0.11035685844549967,1.113100885579494,0.22159718059718056,0.499986301166582,-2.055571171967365,0.13383514821469553,0.92,0.08667954267954264,3.2385395418713983,50.0,1.374479730534157,0.9754502497038586,591.0,11.0,1.7013159436215437,0.9561580613107301,299.0,12.0,-4.613612362431018,0.7088385502323034,541.0,11.0,0.8,541.0,0.2088724584103512,22.556469772914987,0.5071862726416378,113.0,11.0
64,47,0.4173935628155615,0.5777035068410801,1.0695282449084746,3.577038865903433,-0.3901381553928971,5.794247711280954,0.3594754941324265,-1.1979855328384907,1.531659091368612,11.6,1.0205760046179895,0.10098577541406469,1.1208232651127228,0.22020354645354645,0.496269378857464,-2.03019473726414,0.1365959242314804,1.08,0.10125579975579978,3.456026645902138,50.0,1.5468380659393244,0.8308110963471427,580.0,12.0,2.2549636982337464,0.8460192133802613,291.0,11.0,-2.611964165019318,0.22004368954493114,530.0,9.0,0.8,530.0,0.21509433962264152,27.399124128641986,0.7294098687653953,114.0,12.0
65,43,0.4079763507836184,0.1834557177704566,0.3804042444085129,2.503934977028018,-1.6980584007989123,2.5414492087795124,0.4973941208714855,-1.3123091233115574,2.5952608083628776,11.2,1.0158739262246097,0.1100096030008422,1.1270805308315224,0.22467607392607394,0.49760105061890075,-1.9476912037801473,0.1475904896455993,1.5,0.1518481240981241,3.9805486532307555,50.0,1.4532908344379034,0.8978949145948115,560.0,12.0,2.153864937434687,0.9312713318160706,288.0,12.0,-6.078228776869143,0.546242034518405,510.0,10.0,0.8,510.0,0.20392156862745098,11.29884109649892,0.1117942628641837,104.0,12.0
66,478,0.46950186783173287,0.2490610248499689,0.7074301241955512,1.4029181183386146,0.6353474786354507,3.830562671783247,0.3894350211253105,-0.2447100745742343,1.1672140475101207,11.1,0.9994491930713683,0.11083943957367064,1.1071564122494113,0.22500987900987898,0.5017822586531598,-1.990785759760503,0.14176699916465343,1.44,0.1418928293928294,3.9466791550629092,50.0,1.445906954004715,0.8536710029387188,555.0,12.0,2.2226564809345932,0.8935413680498483,288.0,12.0,-5.37977901954179,0.6610560376187596,505.0,11.0,0.8,505.0,0.2,22.675455992971386,0.6480872012175565,101.0,12.0
67,478,0.46950186783173287,0.2490610248499689,0.7074301241955512,1.4029181183386146,0.6353474786354507,3.830562671783247,0.3894350211253105,-0.2447100745742343,1.1672140475101207,11.88,1.0060908569612435,0.1150600796737137,1.1168735292089311,0.21169283494283492,0.5003326717752029,-2.108384883137689,0.12779183042181472,1.2,0.109512876012876,3.5028612407721056,50.0,1.3950115283617113,0.9400376491437222,594.0,11.0,1.8331740441670148,0.9711128945419988,318.0,12.0,-4.140865400734412,0.47325100585609126,544.0,12.0,0.8,544.0,0.20036764705882354,21.86805915338573,0.675240671112886,109.0,11.0
68,478,0.46950186783173287,0.2490610248499689,0.7074301241955512,1.4029181183386146,0.6353474786354507,3.830562671783247,0.3894350211253105,-0.2447100745742343,1.1672140475101207,11.46,0.9946703254480848,0.12568144621307248,1.1127633222267947,0.21529656454656454,0.5035906305752633,-2.1777619681677174,0.11974350543677813,1.26,0.12348834498834499,3.672609348467154,50.0,1.5205476296169662,0.9205466462130266,573.0,12.0,2.1930408210089025,0.9251593751736539,304.0,12.0,-2.678418767249078,0.44861422637933146,523.0,10.0,0.8,523.0,0.20076481835564053,19.777750221397117,0.7717725037378232,105.0,11.0
69,253,0.43675779931827646,0.2544192272744641,1.0798106147178492,1.7129042090973527,0.0133929333693196,1.6099761696595014,0.3218536574754648,-2.040976395712,2.0484082234544396,13.04,0.9931654629927779,0.12835031846898928,1.1145829537113068,0.2209342193753959,0.5040109330864314,-2.1249113147829344,0.1251744308214279,1.66,0.1453812347782936,3.659747419519115,50.0,1.594361313443873,0.9168802209904183,652.0,11.0,2.245619932092608,0.9598104108743695,336.0,12.0,-3.580406679161873,0.49014075971042614,602.0,12.0,0.8,602.0,0.2009966777408638,22.27065893707258,0.7888087453053628,121.0,12.0
70,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.74,0.988728077328267,0.11974330357163768,1.0973678923183936,0.22443434343434343,0.5049105003840709,-2.1437567431890536,0.12522293302876303,1.26,0.15005916305916306,4.122053979980207,50.0,1.4140117341175815,0.8467407698602201,487.0,12.0,2.2911924147201725,0.9375354592346149,263.0,12.0,-4.471069686377549,0.6231636088030783,437.0,12.0,0.8,437.0,0.2036613272311213,20.332996497235218,0.7077546547732851,89.0,10.0
71,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.92,1.005824526286905,0.11016649569334967,1.108668409831597,0.22891555666555663,0.5003293288893031,-2.048303521259971,0.13339377595436827,1.18,0.10975097125097123,3.4724090400392438,50.0,1.3928081686692846,0.9128438753632749,596.0,12.0,2.139463763227915,0.9418672413430733,324.0,12.0,-4.312417679147739,0.6308620598818367,546.0,11.0,0.8,546.0,0.20146520146520147,22.355594131706564,0.7306817255188316,110.0,12.0
72,47,0.4173935628155615,0.5777035068410801,1.0695282449084746,3.577038865903433,-0.3901381553928971,5.794247711280954,0.3594754941324265,-1.1979855328384907,1.531659091368612,11.2,1.018389289832596,0.1046299972049524,1.1196788564735782,0.21827688977688975,0.49692592699178556,-2.0661500005736437,0.1329255525134193,0.86,0.08883016983016984,3.3405486532307545,50.0,1.3211832782053254,0.9104583701156271,560.0,12.0,2.113353011839239,0.924300298179039,295.0,12.0,-4.712260656428841,0.7125189607990563,510.0,10.0,0.8,510.0,0.20392156862745098,20.20853943050419,0.4919558862704062,104.0,11.0
73,931,0.4474508141596336,0.4064908327525905,1.2829278183139174,1.9638155579059713,1.1426630133651146,5.446800881757292,0.5995188785099108,-2.8324226580177148,2.544041461648593,12.02,1.0084852916064357,0.11423843087758977,1.1147579792817173,0.22306213231213232,0.4997749945738565,-2.078196849681278,0.12970300487436506,0.84,0.08612093462093462,3.10627853820709,50.0,1.586029081776007,0.9112385590429879,601.0,12.0,2.2632569737703374,0.936084962050086,303.0,12.0,-3.7652297143141653,0.5031120179210931,551.0,11.0,0.8,551.0,0.20871143375680581,18.04676143304997,0.47264785639805207,115.0,12.0
74,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.8,1.0177528717469733,0.10682280456043937,1.1196177371596112,0.2199489121989122,0.49724920472999146,-2.0469042850704806,0.13430961647080664,0.88,0.08178790653790653,3.203765642237829,50.0,1.3761366455562158,0.9474049097598125,590.0,12.0,2.0316250967809664,0.9431170695319293,322.0,12.0,-3.919363628978176,0.41013084299575164,540.0,10.0,0.8,540.0,0.20925925925925926,19.9032165736391,0.5067333899855275,113.0,12.0
75,43,0.4079763507836184,0.1834557177704566,0.3804042444085129,2.503934977028018,-1.6980584007989123,2.5414492087795124,0.4973941208714855,-1.3123091233115574,2.5952608083628776,11.04,1.0018459862367117,0.10889885904041499,1.1065599578230578,0.22757572982572982,0.5011109083065282,-1.948512070696205,0.1468958120587981,1.58,0.16680849705849707,4.102357456162201,50.0,1.3639515686115853,0.9587575332920898,552.0,11.0,1.7477165073736438,0.9230848502056346,292.0,12.0,-4.640625042981337,0.39473456063171497,502.0,11.0,0.8,502.0,0.20119521912350596,21.82181697287042,0.7411576520603196,101.0,10.0
76,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,11.06,1.0054553685939158,0.11874458505695787,1.115183518982165,0.22294272394272394,0.5007799818561862,-2.188786106006775,0.11937865926210266,0.72,0.07066944166944167,3.2371313557957713,50.0,1.4054120304345237,0.8802588179529096,553.0,12.0,2.1126957728000906,0.8935628225149499,278.0,12.0,-3.9920146212916103,0.7000176052994739,503.0,12.0,0.8,503.0,0.20675944333996024,15.292988376915483,0.46880500141031944,104.0,12.0
77,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.48,0.9909406514725134,0.12409803716205746,1.1017870365379956,0.22245876345876348,0.5044324199332965,-2.2529354980284464,0.11206167812840881,1.16,0.14442779442779444,4.089993284743809,50.0,1.349564539114923,0.8676903134782743,474.0,12.0,2.369021749032679,0.9187393158497941,242.0,12.0,-4.194820743166345,0.57720825843371,424.0,11.0,0.8,424.0,0.20047169811320756,15.646038235614371,0.3870211307393362,85.0,11.0
78,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,11.16,1.0021144540242424,0.12328767220682435,1.1170159285792578,0.21697710622710623,0.5016266229309491,-2.191153551156906,0.11907177053374171,1.1,0.11438825063825064,3.5910008539636165,50.0,1.5311815370652069,0.8822671143756222,558.0,12.0,2.2400570252201866,0.9510005950997656,282.0,12.0,-4.023624204805091,0.5755649315016271,508.0,12.0,0.8,508.0,0.20275590551181102,19.758827306405987,0.7663264538672385,103.0,12.0
79,43,0.4079763507836184,0.1834557177704566,0.3804042444085129,2.503934977028018,-1.6980584007989123,2.5414492087795124,0.4973941208714855,-1.3123091233115574,2.5952608083628776,11.16,1.0023762828116645,0.11416112972216752,1.1119461877183678,0.22356376956376955,0.5011280564057118,-2.00064217928604,0.1388822791598959,1.56,0.1660088245088245,4.051000853963617,50.0,1.460438124721586,0.9322535600384515,558.0,12.0,1.9475830418802722,0.947369698243156,286.0,12.0,-5.0578109835030345,0.6143998187047477,508.0,10.0,0.8,508.0,0.20669291338582677,18.20017610232643,0.4789163207489291,105.0,12.0
80,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.86,1.0141035235742992,0.11213703517725886,1.1212390585615146,0.21695138195138194,0.49825066826140635,-2.030220603485601,0.13604092915688734,1.12,0.10522888222888223,3.428087341138537,50.0,1.3867177197313125,0.9159543731944332,593.0,12.0,2.067002472188369,0.9239290120783517,326.0,12.0,-3.071471824156592,0.3904317030394364,543.0,10.0,0.8,543.0,0.2007366482504604,26.673614360664118,0.8108897057174116,109.0,9.0
81,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.62,0.9891608571845394,0.11848946961788208,1.1005963446968974,0.22863558663558659,0.504772063581916,-2.153299819819547,0.1241547622045318,1.34,0.156011766011766,4.233410582178792,50.0,1.3060140098437132,0.909243489775484,481.0,11.0,2.33262049124169,0.861063005777041,241.0,12.0,-3.329491345309995,0.3761709367464189,431.0,11.0,0.8,431.0,0.20185614849187936,19.980125838541458,0.5763833411371987,87.0,11.0
82,47,0.4173935628155615,0.5777035068410801,1.0695282449084746,3.577038865903433,-0.3901381553928971,5.794247711280954,0.3594754941324265,-1.1979855328384907,1.531659091368612,11.76,1.020254758525833,0.0968922795834204,1.1168607451797183,0.2194827672327672,0.496239119074298,-1.9045743004911868,0.15183263327856183,1.12,0.1072964812964813,3.454217842970691,50.0,1.4495010146545588,0.8936934303891986,588.0,12.0,2.3614759430857055,0.9613791925514923,311.0,12.0,-4.651112052456187,0.4998836771233489,538.0,9.0,0.8,538.0,0.20260223048327136,25.584675392745964,0.8069628755247421,109.0,10.0
83,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.62,1.0175773823040877,0.10659108413617593,1.1184913335893958,0.21756976356976357,0.49721561856086394,-2.0811083444780163,0.12987486813679758,0.9,0.08552469752469753,3.2708005455357068,50.0,1.427676162698929,0.9476576261536502,581.0,11.0,1.984187484234933,0.9570652881450511,315.0,12.0,-5.41786299412837,0.7219377223036898,531.0,11.0,0.8,531.0,0.20527306967984935,22.631595469511584,0.4817218026609177,109.0,12.0
84,931,0.4474508141596336,0.4064908327525905,1.2829278183139174,1.9638155579059713,1.1426630133651146,5.446800881757292,0.5995188785099108,-2.8324226580177148,2.544041461648593,11.22,1.0099793510343955,0.10336355253540802,1.105733523817137,0.2156080586080586,0.49908815664283673,-2.114234832026874,0.12492155879232655,0.84,0.08466033966033967,3.315322552864324,50.0,1.5642682252490978,0.8969335867235052,561.0,12.0,2.2833402533609957,0.9423644953406427,308.0,12.0,-4.186750395318464,0.5984585638041395,511.0,11.0,0.8,511.0,0.20156555772994128,23.673426056345026,0.6874838876839852,103.0,12.0
85,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.38,1.0032374513925462,0.1196049192667415,1.1136904831801901,0.2352279942279942,0.5012281899567361,-2.186631981213816,0.12146522971434745,1.2,0.14687518037518038,4.1561237865759635,50.0,1.3135412706706087,0.915517336112064,469.0,12.0,2.1103918714965344,0.9550388919633952,239.0,12.0,-3.763362234200317,0.38928235727384153,419.0,11.0,0.8,419.0,0.20047732696897375,19.43564629887152,0.5038952606790756,84.0,12.0
86,478,0.46950186783173287,0.2490610248499689,0.7074301241955512,1.4029181183386146,0.6353474786354507,3.830562671783247,0.3894350211253105,-0.2447100745742343,1.1672140475101207,11.4,0.996935379261027,0.11529693008038956,1.1062466537564597,0.21945535510241393,0.5026248099422908,-2.113690121258875,0.12801679287797063,1.22,0.11674010956363898,3.6482876495664467,50.0,1.439884487710546,0.9142382212328306,570.0,12.0,2.1504663668815382,0.9024869019936961,301.0,12.0,-2.844337862103869,0.28928081938085015,520.0,11.0,0.8,520.0,0.2,25.68855778534062,0.7240088106013698,104.0,12.0
87,253,0.43675779931827646,0.2544192272744641,1.0798106147178492,1.7129042090973527,0.0133929333693196,1.6099761696595014,0.3218536574754648,-2.040976395712,2.0484082234544396,12.46,0.9987386002597032,0.12007010478773296,1.1146488692269116,0.21621575646575647,0.5024214424936256,-2.122802835034784,0.12816923928134757,1.26,0.11562953712953712,3.4113043301456103,50.0,1.4346775672167582,0.9570191852258083,623.0,11.0,1.9685000539945956,0.9685398920187606,332.0,12.0,-4.188430338132453,0.6390866883804001,573.0,12.0,0.8,573.0,0.20767888307155322,24.050288350388406,0.8344827356150766,119.0,12.0
88,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.7,1.0011136262302585,0.12369995067936443,1.1127580652735325,0.23376689976689977,0.5018753390073474,-2.2166742776883503,0.11618553413745229,1.16,0.1338876678876679,4.032506180713069,50.0,1.1951139487556846,0.9101274533032049,485.0,11.0,1.7972053588340402,0.9745411241555446,257.0,12.0,-4.575194658512008,0.5626292162585513,435.0,12.0,0.8,435.0,0.2,22.063481493668508,0.7043626856746019,87.0,12.0
89,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,8.8,0.9941064838450346,0.1099757328823584,1.0925759622748452,0.23162337662337662,0.5032669893570518,-2.157693392789788,0.12421369996032011,1.02,0.13895454545454544,4.127680697202458,50.0,1.3219832189113263,0.8523754285584388,440.0,12.0,2.2316543908311197,0.8871200421026091,225.0,12.0,-4.1153080087434075,0.5759998978332971,390.0,11.0,0.8,390.0,0.2128205128205128,18.918034939610322,0.7081869312065927,83.0,10.0
90,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,12.0,1.015116728021283,0.10863336749155178,1.118863301824842,0.21979265179265176,0.4978823763258252,-2.044746904465799,0.13528164408033108,0.94,0.08588422688422687,3.2115046385735213,50.0,1.4726691822400975,0.9224391388204278,600.0,12.0,2.203891854213056,0.9434589095262419,324.0,12.0,-4.410831104265267,0.4487110279234975,550.0,12.0,0.8,550.0,0.20545454545454545,23.718300762375367,0.7717453137967044,113.0,11.0
91,43,0.4079763507836184,0.1834557177704566,0.3804042444085129,2.503934977028018,-1.6980584007989123,2.5414492087795124,0.4973941208714855,-1.3123091233115574,2.5952608083628776,10.62,1.0055592093301564,0.10311909876173442,1.1078673319483403,0.21631564342090656,0.500006573414077,-1.9067860378735284,0.1514333786970135,1.42,0.15334413539676697,4.05210556385725,50.0,1.5314283485985392,0.9082033215422858,531.0,12.0,2.3972010898770333,0.9231307389672,296.0,12.0,-4.551949576739982,0.46614571068078503,481.0,9.0,0.8,481.0,0.20166320166320167,14.359983608971913,0.25858447977894194,97.0,10.0
92,931,0.4474508141596336,0.4064908327525905,1.2829278183139174,1.9638155579059713,1.1426630133651146,5.446800881757292,0.5995188785099108,-2.8324226580177148,2.544041461648593,11.12,1.0011429482305885,0.11142773390635428,1.1083432799389097,0.225740564990565,0.5015710073804688,-2.1105628384713513,0.128610157181763,1.32,0.13907900432900433,3.8214530546964784,50.0,1.3579498756691413,0.9507791963586212,556.0,12.0,1.801512015853402,0.9587755070513955,279.0,12.0,-4.172017527292714,0.6748206438862207,506.0,10.0,0.8,506.0,0.2015810276679842,22.593469471206028,0.5911501430581837,102.0,12.0
93,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.58,1.0014982074211887,0.11735730224716608,1.109384959371222,0.23055910755910752,0.5015607054918904,-2.1227549199696094,0.12644193472372806,0.9,0.10959618159618159,3.8038627829116547,50.0,1.2549606209511464,0.9373579184417107,479.0,12.0,1.9820568145455928,0.9270660552657757,254.0,12.0,-3.5561272141754676,0.4836621102198735,429.0,10.0,0.8,429.0,0.20046620046620048,17.247649363975572,0.6002853587837043,86.0,11.0
94,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,10.5,0.9924811627116972,0.11911555762283033,1.1117517412064972,0.22720798645798645,0.5038312286754938,-2.1561551416114795,0.12348507039815736,1.22,0.13253285603285603,3.883462166055835,50.0,1.521728183010681,0.8414224884814752,525.0,12.0,2.0148717567906864,0.9402886891621104,292.0,12.0,-4.633610988420149,0.48984110421502436,475.0,12.0,0.8,475.0,0.2,12.53632064430273,0.4949337942610549,95.0,11.0
95,95,0.3446513327623941,0.5065187221122291,0.8886107676139885,2.3073404212711237,0.4633909944468248,3.634015181603453,0.1647327035352512,-0.3563430677272312,1.0292242806044931,9.22,0.9981067929454788,0.11076397166253535,1.098808733166037,0.23771495171495172,0.5024309619614663,-2.136612248538153,0.12575039979166397,0.92,0.11357714507714506,3.91793258950741,50.0,1.3649032136009764,0.8793056717017228,461.0,12.0,1.9303491945037754,0.9480504199073924,239.0,11.0,-3.7608952233923856,0.6076629136170197,411.0,10.0,0.8,411.0,0.20194647201946472,24.18213649583216,0.7693763925442494,83.0,10.0
96,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.76,1.0117773985889955,0.10781663563798659,1.1164879777628423,0.21960403485403485,0.49875422581420076,-2.0976565193031895,0.12973621865259088,1.04,0.1038917193917194,3.3742178429706904,50.0,1.4140558075065688,0.9124683626438608,588.0,12.0,2.186958234179793,0.8953125497775398,320.0,12.0,-5.01450841904826,0.7550434919661051,538.0,11.0,0.8,538.0,0.20260223048327136,23.900651989185395,0.6069899136908621,109.0,12.0
